frame,left_shoulder_angle,right_shoulder_angle,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,hip_rotation,spine_lean,stance_width_normalized,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_wrist_dx,left_wrist_dy,right_wrist_dx,right_wrist_dy,left_wrist_speed,right_wrist_speed,combined_wrist_speed
14,9.162396932820112,6.393889070013397,169.69150096070797,144.4258868028533,162.39054832398082,166.77721063778054,-1.2328196604718755,5.732058143510881,3.2049758883094044,0.4462272822856903,0.42333969473838806,0.39617112278938293,0.44645485281944275,-6.23166561126709e-05,-0.0012319684028625488,-8.77082347869873e-05,-0.0013716816902160645,0.02970748228262619,0.033101733967528454,0.031404608125077324
15,9.24646188800892,6.26873226368711,169.92643251007297,145.54090164573051,163.0015272802022,167.0355434103926,-2.346191637798853,5.915845661283421,3.2195248388381543,0.44602712988853455,0.4221881330013275,0.3959531784057617,0.4444752335548401,-0.00020015239715576172,-0.0011515617370605469,-0.00021794438362121582,-0.001979619264602661,0.028148900740589882,0.04796331727461732,0.0380561090076036
16,9.316855760332848,6.206234204219451,170.11511304837938,145.64580862964553,163.38232620980844,167.27289241880035,-1.5921795851036507,6.023763311734246,3.2314200614598687,0.44579827785491943,0.42069292068481445,0.3958669900894165,0.44193893671035767,-0.0002288520336151123,-0.0014952123165130615,-8.618831634521484e-05,-0.002536296844482422,0.03642860488564121,0.06111700699812249,0.04877280594188185
17,9.322188273798302,6.183463478151004,170.8828551309067,145.73676293403327,163.77113306987468,167.3957185945996,-2.1919643974466396,6.10543064641887,3.2536252827006864,0.44520819187164307,0.4184081256389618,0.3958565294742584,0.44047078490257263,-0.0005900859832763672,-0.002284795045852661,-1.0460615158081055e-05,-0.0014681518077850342,0.056830320123801056,0.03535846257115071,0.04609439134747588
18,9.313997179081253,6.218543046786717,170.86693187141123,146.25827539032494,164.18506640385866,167.29012798199835,-0.3684058661038421,6.1768766165112865,3.270111060949903,0.4452217221260071,0.41754481196403503,0.3955461382865906,0.43911033868789673,1.3530254364013672e-05,-0.0008633136749267578,-0.0003103911876678467,-0.0013604462146759033,0.020793774800487563,0.033605613261559204,0.027199694031023382
19,9.284339836789558,6.023366305461547,170.80681475554857,147.22311519513215,164.645965904469,167.35331442285917,-1.0447050373455227,6.231250246683763,3.268392983330183,0.4452114701271057,0.4164637327194214,0.39546045660972595,0.43934330344200134,-1.0251998901367188e-05,-0.0010810792446136475,-8.568167686462402e-05,0.00023296475410461426,0.0260368500571773,0.005977930040907725,0.016007390049042513
20,9.277929738095644,6.010013898766115,170.92628494198527,147.8599118432653,165.07230954480409,167.45753232737744,-0.7289854168662941,6.232109575582337,3.269741834622737,0.44523677229881287,0.4157981872558594,0.3954334557056427,0.4397454857826233,2.530217170715332e-05,-0.0006655454635620117,-2.7000904083251953e-05,0.00040218234062194824,0.016039939687098548,0.00970757865925015,0.012873759173174348
21,9.256611062155924,6.031184616722282,171.07693109410624,148.66349486542708,165.41690872944116,167.24626545792904,-0.761689641561162,6.219160963871462,3.269292269986079,0.44524556398391724,0.4152734577655792,0.39510783553123474,0.4399828314781189,8.791685104370117e-06,-0.0005247294902801514,-0.000325620174407959,0.00023734569549560547,0.012638857203591772,0.009704046801150787,0.011171452002371279
22,9.22528408623899,6.051055176890999,170.90934192667436,149.02697306364436,165.5470576463472,166.99825606326658,-0.053548495504372795,6.2427433905258605,3.2647538252796093,0.44533219933509827,0.4141909182071686,0.3951174020767212,0.4397951066493988,8.663535118103027e-05,-0.0010825395584106445,9.566545486450195e-06,-0.00018772482872009277,0.026154203680773903,0.004526852000196814,0.015340527840485358
23,9.214568381193835,6.073929167607686,170.94291959360447,149.23986053026786,165.6465823046143,166.69843312717381,0.02210979766419996,6.291195580976393,3.257337280199907,0.4453452229499817,0.41353991627693176,0.3951605260372162,0.43953731656074524,1.3023614883422852e-05,-0.0006510019302368164,4.312396049499512e-05,-0.00025779008865356445,0.015681245389742728,0.006294637310309423,0.010987941350026075
24,9.256025173454567,6.079984677102676,170.59617237043977,149.43197252224857,165.81592585400298,166.60884702548543,0.31840962359660807,6.346815549888655,3.249042183553096,0.4456864595413208,0.4130006432533264,0.39516374468803406,0.4396030902862549,0.00034123659133911133,-0.0005392730236053467,3.2186508178710938e-06,6.577372550964355e-05,0.01536901709712902,0.0015859270186345809,0.0084774720578818
25,9.214057667588088,6.020750983466601,170.17100248153656,149.68421768168443,166.01656730369453,166.041682733701,0.0006538916109946058,6.353261812199082,3.2375005119448774,0.4460359811782837,0.41232478618621826,0.39519694447517395,0.43949317932128906,0.0003495216369628906,-0.0006758570671081543,3.319978713989258e-05,-0.00010991096496582031,0.01832446149028669,0.0027651117128001377,0.010544786601543414
26,9.117512429873706,5.993882683101825,169.955366019422,150.09258344435477,166.21295270393998,165.47235235403645,0.35482156373205953,6.328909553837195,3.2278513007971914,0.44615453481674194,0.41215530037879944,0.39523375034332275,0.43942415714263916,0.00011855363845825195,-0.00016948580741882324,3.680586814880371e-05,-6.902217864990234e-05,0.004981198249467723,0.0018838318681272303,0.0034325150587974766
27,8.979376633125845,5.936255151186652,169.43367851700714,150.48061310059234,166.2469983884483,164.87158784898918,0.6548277627401546,6.314717284910781,3.221916885084054,0.44640758633613586,0.41201353073120117,0.3952365219593048,0.43909329175949097,0.0002530515193939209,-0.0001417696475982666,2.771615982055664e-06,-0.00033086538314819336,0.006985482214489777,0.007968525265600658,0.007477003740045217
28,8.853162585337328,5.868667636756702,168.85876712630292,150.69040597778607,166.35944612512438,164.4550017456627,0.8157614630998751,6.364200587740993,3.212489666903078,0.4465317726135254,0.4116719663143158,0.39525917172431946,0.43882691860198975,0.00012418627738952637,-0.000341564416885376,2.2649765014648438e-05,-0.0002663731575012207,0.008752736628858353,0.0064382257376671016,0.007595481183262727
29,8.833987232115193,5.780424823026753,168.67708799262923,150.95219382787388,166.35685622667393,164.1764551780297,0.6699529194612239,6.413545855030227,3.194884353588191,0.4465634226799011,0.4108036458492279,0.3952079117298126,0.4386056363582611,3.165006637573242e-05,-0.0008683204650878906,-5.125999450683594e-05,-0.0002212822437286377,0.020925687208192146,0.005470267163187039,0.013197977185689592
30,8.815708155161953,5.685400838845142,168.65401343427044,151.21761427896573,166.4364710932487,163.68235333761316,0.7985047217487704,6.44852025197393,3.18247192420589,0.4466184973716736,0.4104352593421936,0.3952037990093231,0.43838685750961304,5.507469177246094e-05,-0.00036838650703430176,-4.112720489501953e-06,-0.0002187788486480713,0.008970468195708296,0.005269791600379356,0.007120129898043826
31,8.789231425700363,5.747702587838367,168.5964281938577,151.1384522273646,166.46564212933905,163.28078217413477,0.6419036339975435,6.538037969663692,3.164907225832252,0.44667816162109375,0.4105354845523834,0.39509573578834534,0.43838033080101013,5.9664249420166016e-05,0.00010022521018981934,-0.0001080632209777832,-6.5267086029052734e-06,0.0028090489584201633,0.0026072337243047855,0.0027081413413624746
32,8.756030472025962,5.783314720149464,168.33126523124434,151.12703668608665,166.3672221423513,162.9412636867619,0.12954670543109614,6.6131931986197685,3.142039770455758,0.4469432830810547,0.4105726182460785,0.3949469029903412,0.4383876919746399,0.0002651214599609375,3.713369369506836e-05,-0.0001488327980041504,7.361173629760742e-06,0.006447256314201351,0.003588728261345309,0.00501799228777333
33,8.728322854812598,5.760828399036138,168.17885787158997,151.27664772663172,166.21704802768926,162.6203975560333,-0.39545494537219383,6.694870122148337,3.1276146675960406,0.44708359241485596,0.4105936586856842,0.39482781291007996,0.43839019536972046,0.00014030933380126953,2.104043960571289e-05,-0.00011909008026123047,2.5033950805664062e-06,0.003416857762320023,0.002868685286933563,0.003142771524626793
34,8.726939116826816,5.644266703765408,168.14570084230178,151.56678297387063,166.0142450150735,162.3834172946056,-0.3647109202065053,6.721369097207989,3.1161106049141503,0.44714227318763733,0.41061097383499146,0.39481866359710693,0.43842655420303345,5.868077278137207e-05,1.7315149307250977e-05,-9.149312973022461e-06,3.635883331298828e-05,0.001473450859675216,0.0009029294073654087,0.0011881901335203124
35,8.679189544783172,5.535739776823457,168.12082197810096,151.78670788911217,165.70138412679995,162.21115311552327,-0.3878280287900111,6.722062445386207,3.08984283626047,0.44716328382492065,0.41059139370918274,0.3948427438735962,0.4384419918060303,2.1010637283325195e-05,-1.958012580871582e-05,2.4080276489257812e-05,1.5437602996826172e-05,0.0006916607595959911,0.0006888673955285955,0.0006902640775622933
36,8.662866287496671,5.432425492734222,168.1690260652075,152.02566688510473,165.45662749880532,162.25582005075285,-0.5227050678150533,6.750486494731232,3.069194255773939,0.44716402888298035,0.4108223021030426,0.39483433961868286,0.43848660588264465,7.450580596923828e-07,0.00023090839385986328,-8.404254913330078e-06,4.461407661437988e-05,0.005561006038721271,0.0010933403302521027,0.003327173184486687
37,8.696397339475418,5.4442931670307955,168.30327942795583,152.0095808401091,165.0094758983238,162.100068218249,-0.8045878732528138,6.77765293179405,3.051165361542017,0.4471697509288788,0.4110635221004486,0.3948347270488739,0.43849697709083557,5.7220458984375e-06,0.00024121999740600586,3.8743019104003906e-07,1.0371208190917969e-05,0.005810946112928709,0.00024994448263944717,0.003030445297784078
38,8.609827870133307,5.468265356808646,168.25794580486735,151.73193745690514,164.49260892510964,162.13526479919258,-2.2652818323650763,6.778635440340174,3.0244259097523893,0.44726046919822693,0.41180717945098877,0.39484551548957825,0.4384458363056183,9.071826934814453e-05,0.0007436573505401611,1.0788440704345703e-05,-5.1140785217285156e-05,0.018042300292377522,0.0012587326001122698,0.009650516446244897
39,8.568721845842418,5.411441208003015,168.22691307382783,151.61557694661886,164.06287872412548,162.1304591815703,-3.0907872163038235,6.773749624499258,3.006107183597826,0.44756799936294556,0.4146788716316223,0.39507073163986206,0.4386456608772278,0.00030753016471862793,0.002871692180633545,0.00022521615028381348,0.00019982457160949707,0.06955452879738554,0.007251043270443884,0.03840278603391471
40,8.605816812897613,5.25098800727345,168.5942612424657,151.68974667394266,163.7355598081033,162.21072731469505,-2.977271332995315,6.801341235281886,2.995690339313743,0.447712779045105,0.4189664423465729,0.3952634036540985,0.43889427185058594,0.00014477968215942383,0.0042875707149505615,0.0001926720142364502,0.0002486109733581543,0.10331660773913638,0.007574870576653327,0.05544573915789486
41,8.515739875099268,5.147440162680494,168.41899302720716,151.54199002279398,163.44840429279458,162.31373711950772,-3.6828648666109416,6.784526504241556,2.98113006868209,0.4478977620601654,0.42121753096580505,0.395457923412323,0.4392162263393402,0.0001849830150604248,0.0022510886192321777,0.0001945197582244873,0.00032195448875427246,0.05439580182591627,0.009058958993370073,0.03172738040964317
42,8.488435131538843,5.186644154231788,168.2612710858639,151.40943899744954,163.26906976667402,162.434346433192,-3.6525668914879077,6.782403963489981,2.978156010529843,0.4480818212032318,0.4227185547351837,0.39571961760520935,0.4411388039588928,0.00018405914306640625,0.0015010237693786621,0.00026169419288635254,0.0019225776195526123,0.03641998244454949,0.046728482778489705,0.0415742326115196
43,8.32188515856564,5.061346970553559,167.5565909451028,151.44399502634403,163.08181578139448,162.50050549749847,-3.124277111573633,6.817741843920426,2.971289888483083,0.44834068417549133,0.4241587221622467,0.3961724638938904,0.4431399405002594,0.0002588629722595215,0.0014401674270629883,0.0004528462886810303,0.002001136541366577,0.03523944629443884,0.04941202915956555,0.0423257377270022
44,8.244092826129993,4.860535732048119,166.70722707772953,151.7324606077289,162.91028012353283,162.4796092110799,-2.573054750542468,6.914792467441674,2.9587776907212913,0.44885414838790894,0.4250237047672272,0.3964432179927826,0.4444301128387451,0.0005134642124176025,0.0008649826049804688,0.0002707540988922119,0.0012901723384857178,0.02422520128297419,0.031748106983978126,0.02798665413347616
45,8.322905337236422,4.817298319927037,166.46107215746932,152.0127208473858,162.43696316662624,162.45594750937184,-1.9631160466232132,7.083834538315742,2.945206143406946,0.44918856024742126,0.427350789308548,0.3965907394886017,0.4461301267147064,0.0003344118595123291,0.0023270845413208008,0.0001475214958190918,0.0017000138759613037,0.05661899528423878,0.04109536905289682,0.0488571821685678
46,8.376348419671105,4.701610026367453,166.34967839739585,152.21548949030995,161.5547857337894,162.25678904127602,-1.9283603665005842,7.184221101028007,2.9245918669043993,0.44917500019073486,0.4288300573825836,0.3970751464366913,0.4490843415260315,-1.3560056686401367e-05,0.0014792680740356445,0.0004844069480895996,0.0029542148113250732,0.03562677538247133,0.07209658752648153,0.05386168145447643
47,8.320736442927126,4.7898280624473095,166.27583366206247,151.92657084127455,160.7779101645867,162.10522415237705,-2.640448962257011,7.258244390934531,2.9206380527069338,0.44913142919540405,0.4309646487236023,0.3976125419139862,0.451314777135849,-4.357099533081055e-05,0.0021345913410186768,0.0005373954772949219,0.002230435609817505,0.051418166136784176,0.05525280711841776,0.05333548662760097
48,8.398015178489358,4.758093665463174,166.20418520154075,151.80548807756477,160.40075533851538,161.9929023342685,-3.1525308053411436,7.35481351491286,2.9343415015142713,0.4491375684738159,0.4329749643802643,0.39817485213279724,0.45374590158462524,6.139278411865234e-06,0.0020103156566619873,0.0005623102188110352,0.002431124448776245,0.04841474688285859,0.06009459804831298,0.05425467246558578
49,8.492507516649994,4.60175577877936,166.0559359776376,151.70631583569286,159.7002394169755,161.6273668413114,-2.8633085423925877,7.450732771112825,2.978130318339353,0.449222207069397,0.4369761347770691,0.39869651198387146,0.4559532701969147,8.463859558105469e-05,0.00400117039680481,0.0005216598510742188,0.0022073686122894287,0.09638192084532202,0.05462449201912332,0.07550320643222266
50,8.519723447993544,4.239667144014448,165.88171421626677,151.96022905696515,158.9473383149253,161.33400322482953,-3.8324161675538733,7.514379976610628,2.993842425606176,0.44935446977615356,0.43869075179100037,0.39908236265182495,0.4571927487850189,0.0001322627067565918,0.0017146170139312744,0.0003858506679534912,0.001239478588104248,0.041415869315334766,0.031263352876543096,0.03633961109593893
51,8.54021405587787,4.153359402717737,165.6053268360468,151.82213093066053,157.98198320449058,161.01531113006848,-4.098683784813005,7.557939232145919,3.0364113576903997,0.4497743844985962,0.44145429134368896,0.3993746042251587,0.4584594666957855,0.00041991472244262695,0.0027635395526885986,0.00029224157333374023,0.0012667179107666016,0.06731837385427929,0.0313077668696609,0.04931307036197009
52,8.67432536781979,4.026282721337518,165.1138532932976,151.71939246265183,157.62717241559653,160.89298877404656,-4.0410406429955685,7.621752898484415,3.035434046026664,0.4504131078720093,0.44440820813179016,0.3998807370662689,0.46032458543777466,0.0006387233734130859,0.0029539167881011963,0.0005061328411102295,0.0018651187419891357,0.07278337461300666,0.046542241111956435,0.05966280786248154
53,8.720175662035802,3.7191569967853115,164.55761780359424,151.91542834766872,157.4904833677677,160.75308731900304,-2.882612956762415,7.703153225671616,3.04333292450883,0.450859010219574,0.44613999128341675,0.4003817141056061,0.46258506178855896,0.00044590234756469727,0.001731783151626587,0.0005009770393371582,0.0022604763507843018,0.043066933166906,0.055760082313456444,0.04941350774018122
54,8.70164412889435,3.4497703690161505,164.10250769234338,152.3573141823804,157.10056707113347,160.61619446707974,-2.4241109665130125,7.735692191076987,3.0668560448567863,0.4509377181529999,0.44681304693222046,0.4012385606765747,0.46581530570983887,7.870793342590332e-05,0.0006730556488037109,0.0008568465709686279,0.0032302439212799072,0.016319685272898638,0.08048444549744961,0.04840206538517412
55,8.805320673026502,3.153059586529774,162.56817248569234,153.18458442229894,156.83727110432264,160.4968825812982,-1.025215298841772,7.8399006600091194,3.0929523113560236,0.45220720767974854,0.4474774897098541,0.4017481207847595,0.46828705072402954,0.0012694895267486572,0.000664442777633667,0.0005095601081848145,0.002471745014190674,0.034507631633376626,0.0607789192870182,0.047643275460197414
56,8.802477428539273,3.0016720904013927,162.14769834303473,153.35751863132296,156.71429118500558,160.04731973990266,-0.5542577720309225,7.864874827739488,3.110829059306824,0.4527832865715027,0.44921207427978516,0.4023666977882385,0.47102558612823486,0.0005760788917541504,0.0017345845699310303,0.0006185770034790039,0.0027385354042053223,0.04401765556337797,0.06761382219497503,0.0558157388791765
57,8.773394156990696,2.7644020995330227,161.52940145065057,152.90187309270132,156.55137039947616,159.22344355608487,-1.5903608621055412,7.934709175730048,3.111793676015088,0.4535830318927765,0.45012280344963074,0.40386542677879333,0.4737498164176941,0.0007997453212738037,0.0009107291698455811,0.0014987289905548096,0.0027242302894592285,0.029189406807881787,0.07488091706174527,0.05203516193481353
58,8.786767823656653,2.5788089913987973,161.03380224271115,152.2827603847741,156.17010150591477,158.38959114341174,-3.2016403575565846,7.956781809977058,3.1198096705957803,0.45428285002708435,0.45278170704841614,0.4046427011489868,0.4765600562095642,0.0006998181343078613,0.0026589035987854004,0.0007772743701934814,0.002810239791870117,0.06621529476054462,0.07022015751522245,0.06821772613788354
59,8.87260523401383,1.8195664644187932,160.92194646759168,151.78651979724884,155.74815722970467,157.31182942160228,-3.72620945010803,8.095579377076538,3.1187545914480657,0.4544202387332916,0.4547439515590668,0.40661418437957764,0.4772084057331085,0.0001373887062072754,0.0019622445106506348,0.0019714832305908203,0.0006483495235443115,0.047372512440900176,0.04998089469306779,0.04867670356698398
60,8.756981785283719,0.9443505653766917,161.11483152536525,152.02263902539272,155.67113984084907,156.15238835369976,-5.27565707872472,8.172355618083568,3.1199883668326267,0.45442435145378113,0.4566941559314728,0.4091840088367462,0.4799329936504364,4.112720489501953e-06,0.0019502043724060059,0.002569824457168579,0.002724587917327881,0.0469669628342501,0.09019856349986799,0.06858276316705905
61,8.818713824946352,0.35208214495972767,161.2225888922988,151.20617236289405,155.2042361505805,154.0553315091365,350.5613312941574,8.317491670878699,3.1136200527313087,0.455009400844574,0.4607982337474823,0.4121590256690979,0.4868432581424713,0.0005850493907928467,0.0041040778160095215,0.0029750168323516846,0.006910264492034912,0.09983790807841912,0.18118786908607273,0.14051288858224592
62,8.896187130901858,0.48890095188440164,161.21761537135367,151.36665684942923,155.13055716633826,152.79883538788548,349.54329085475524,8.494840066851635,3.1153405983311493,0.45532339811325073,0.46403971314430237,0.4141422510147095,0.49013492465019226,0.0003139972686767578,0.0032414793968200684,0.0019832253456115723,0.0032916665077209473,0.07843009720109466,0.09254989288817848,0.08548999504463657
63,8.867869288539382,1.3927962513676881,160.61114226377381,151.5137211013025,154.98310275793094,151.81409489909967,349.3367268477178,8.604861569151,3.0992523769285083,0.45537054538726807,0.4639904499053955,0.415779173374176,0.49023810029029846,4.7147274017333984e-05,-4.926323890686035e-05,0.0016369223594665527,0.00010317564010620117,0.0016421973752097226,0.03950030443604462,0.02057125090562717
64,9.14573995572233,1.8135891266529773,159.70625561593653,150.6423508708098,154.52856599599986,151.14196395533793,349.8247287807243,8.788948842455065,3.100679529841063,0.45636191964149475,0.4655361473560333,0.41770145297050476,0.49057742953300476,0.0009913742542266846,0.0015456974506378174,0.0019222795963287354,0.00033932924270629883,0.04422373257930651,0.04701009752540284,0.04561691505235467
65,9.437493028975176,2.3112191315769874,159.7594912258931,150.33058628376799,153.78335497156615,150.36951927125375,349.42703014985307,9.00546026882027,3.1230195835249877,0.45685166120529175,0.4687129259109497,0.4194019138813019,0.49219802021980286,0.0004897415637969971,0.003176778554916382,0.0017004609107971191,0.0016205906867980957,0.0774102954047127,0.056571483757426114,0.06699088958106941
66,9.890628312332938,2.8851069288165516,159.21201560871668,150.10383609499914,152.38485972134973,150.06912770328603,-10.220712175785337,9.405322884389255,3.2042074731721777,0.4569266140460968,0.47066542506217957,0.4207541048526764,0.492998868227005,7.495284080505371e-05,0.0019524991512298584,0.0013521909713745117,0.0008008480072021484,0.04705675798866786,0.03784777387232308,0.042452265930495475
67,10.038549155494454,3.4802714434492232,159.29529162124985,149.66697021173974,151.75508880447276,149.81234148482213,-9.83582983339312,9.387945194907475,3.2372443489297273,0.4573739767074585,0.4737668037414551,0.4233763813972473,0.4950519800186157,0.00044736266136169434,0.0031013786792755127,0.002622276544570923,0.0020531117916107178,0.07546368460262391,0.08020630882848742,0.07783499671555566
68,9.925827787232125,4.410095174148678,158.6220800998389,150.0718311146367,151.33861433250777,149.5327666793597,-8.209835083187983,9.430790668681187,3.2750102342151033,0.4577309787273407,0.47354039549827576,0.425565242767334,0.4946330785751343,0.00035700201988220215,-0.0002264082431793213,0.00218886137008667,-0.0004189014434814453,0.010180923912318165,0.05367111904047845,0.03192602147639831
69,9.742305594847114,5.357199502944644,158.18207123862612,150.36922781465088,151.45968693009667,149.351207078585,-8.035666623304792,9.54206420690478,3.302618950135024,0.45764023065567017,0.4730357229709625,0.4281426668167114,0.4952560365200043,-9.074807167053223e-05,-0.0005046725273132324,0.0025774240493774414,0.0006229579448699951,0.012348980447382517,0.06385954847532212,0.038104264461352316
70,9.518085195254205,6.415527914185215,157.49930075793475,150.2203253393847,151.34224161178773,148.96312294767355,-7.615990087615472,9.599168927075006,3.362795620495,0.45756110548973083,0.473101943731308,0.43156367540359497,0.49507904052734375,-7.912516593933105e-05,6.622076034545898e-05,0.003421008586883545,-0.00017699599266052246,0.002484873179607227,0.08249849699924895,0.04249168508942809
71,9.044508456789295,7.578461823200645,157.13209210333963,152.04358575912698,151.2246431998182,149.00466931931894,-8.055613646540337,9.668455450543515,3.3884298141199536,0.4567030966281891,0.47367483377456665,0.43361812829971313,0.49680209159851074,-0.000858008861541748,0.000572890043258667,0.002054452896118164,0.0017230510711669922,0.02484621212453223,0.06457526800289397,0.0447107400637131
72,8.73321403707931,8.427801192715945,156.56789921867528,153.30701976377233,151.07468516297314,148.91328381490348,-7.706680631815459,9.659373978108409,3.4208692250728343,0.45630213618278503,0.47476378083229065,0.4346294403076172,0.49750056862831116,-0.00040096044540405273,0.001088947057723999,0.0010113120079040527,0.000698477029800415,0.02794645044555995,0.029599836217913723,0.028773143331736837
73,8.342063878452212,9.618044650565526,156.24919563433872,154.89490830006253,151.22539557668983,149.18735759966407,350.95554509922835,9.677333883523664,3.4209793934168853,0.45559731125831604,0.4747365415096283,0.4361085593700409,0.4982178807258606,-0.0007048249244689941,-2.7239322662353516e-05,0.001479119062423706,0.0007173120975494385,0.01698700149350408,0.03958954991786404,0.02828827570568406
74,8.49074433740365,10.593643786566984,156.61631211580834,155.63947846640988,151.0964627789538,149.20593289413043,349.7498244307164,9.797535701148725,3.515460829570067,0.45490261912345886,0.4745692014694214,0.43840235471725464,0.5001962184906006,-0.0006946921348571777,-0.00016734004020690918,0.002293795347213745,0.0019783377647399902,0.017208845180496975,0.07294943522877886,0.04507914020463792
